year,month,component,question number,answer,text,screenshot_path
2019,s,21,24,C,"24  Three metal compounds, P, Q and R, are heated using a Bunsen burner. The results are shown. 9 P  colourless gas produced, which relights a glowing splint Q  colourless gas produced, which turns limewater milky R  no reaction Which row shows the identity of P, Q and R? A B C D P Q R magnesium carbonate magnesium carbonate potassium nitrate potassium nitrate potassium carbonate potassium nitrate potassium nitrate magnesium carbonate potassium carbonate potassium carbonate potassium carbonate magnesium carbonate",2019/summer/component21/q24
2019,s,21,25,B,"25  Zinc is extracted from its ore, zinc blende, using two chemical reactions. 1  2ZnS  +  3O2  →  2ZnO  +  2SO2 2  2ZnO  +  C  →  2Zn  +  CO2 Which substance is reduced in reactions 1 and 2? A B C D reaction 1 reaction 2 O2 O2 ZnS ZnS C ZnO C ZnO [Turn over 10",2019/summer/component21/q25
2019,s,21,26,D,"26  Four  metals,  zinc,  M,  copper  and  magnesium,  are  reacted  with  aqueous  solutions  of  their nitrates. The results are shown. metal magnesium nitrate M nitrate copper nitrate zinc nitrate magnesium zinc M copper (cid:26) (cid:26) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:22) (cid:22) (cid:26) (cid:26) key (cid:22)= reacts (cid:26)= no reaction What is the order of reactivity of these four metals starting with the most reactive? A  copper  →  zinc  →  M  →  magnesium B  copper  →  M  →  zinc  →  magnesium C  magnesium  →  M  →  zinc  →  copper D  magnesium  →  zinc  →  M  →  copper",2019/summer/component21/q26
2019,s,21,27,C,27  Why is aluminium used to make containers for storing food? A B C D It conducts electricity. It has a high melting point. It is resistant to corrosion. It is strong.,2019/summer/component21/q27
2019,s,21,28,B,,
2019,s,21,29,D,,
2019,s,21,30,D,30  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air What happens to the water level in tubes P and Q? water A B C D tube P falls no change rises rises tube Q rises rises falls no change,2019/summer/component21/q30
2019,s,21,31,B,31  Ammonia is manufactured by the Haber Process. N2(g)  +  3H2(g) 2NH3(g) The forward reaction is exothermic. Which conditions maximise the yield of ammonia? A B C D pressure temperature high high low low high low high low [Turn over,2019/summer/component21/q31
2019,s,21,32,C,"32  The carbon cycle is shown. 12 atmospheric carbon dioxide X respiration decomposition Y Z green plants dead organic matter death and excretion animals Which row describes processes X, Y and Z? A B C D X respiration respiration photosynthesis photosynthesis Y Z combustion photosynthesis photosynthesis combustion respiration combustion respiration combustion",2019/summer/component21/q32
2019,s,21,33,C,33  Which row shows the conditions used in the Contact process? A B C D temperature / °C pressure / atm 25 25 450 450 2 200 2 200 catalyst iron iron vanadium(V) oxide vanadium(V) oxide,2019/summer/component21/q33
2019,s,21,34,C,34  The diagram represents a lime kiln used to heat limestone to a very high temperature. waste gases 13 lime kiln limestone fuel in fuel in air in air in X What leaves the kiln at X? A  calcium carbonate B  calcium hydroxide C  calcium oxide D  calcium sulfate,2019/summer/component21/q34
2019,s,21,35,A,,
2019,s,21,36,D,36  Why is ethanol a member of the homologous series of alcohols but propane is not? 14 A  Ethanol has two carbon atoms per molecule but propane has three. B  Ethanol can be made from ethene but propane is obtained from petroleum. C  Ethanol is a liquid but propane is a gas. D  Ethanol contains the same functional group as other alcohols but propane does not.,2019/summer/component21/q36
2019,s,21,37,C,37  Chlorine reacts with methane. Which statements are correct? 1  The reaction takes place in the dark. 2  The reaction of chlorine with methane forms chloromethane. 3  Chloromethane reacts with chlorine to produce dichloromethane. 4  The reaction of chlorine with methane is an addition reaction. A  1 and 2 B  1 and 3 C  2 and 3 D  3 and 4,2019/summer/component21/q37
2019,s,21,38,C,,
2019,s,21,39,C,,
2019,s,21,40,B,,
2019,s,22,1,D,1  The apparatus shown is set up. After 20 minutes a white ring of ammonium chloride is seen at position Y. 2 cotton wool soaked in concentrated ammonia solution cotton wool soaked in concentrated hydrochloric acid Y white ring of ammonium chloride Which statement about the molecules of ammonia and hydrogen chloride is correct? A  Molecules  in  ammonia  have  a  larger  Mr  than  molecules  of  hydrogen  chloride  and  so  they move more slowly. B  Molecules  in  ammonia  have  a  larger  Mr  than  molecules  of  hydrogen  chloride  and  so  they move more quickly. C  Molecules in ammonia have a smaller Mr than molecules of hydrogen chloride and so they move more slowly. D  Molecules in ammonia have a smaller Mr than molecules of hydrogen chloride and so they move more quickly.,2019/summer/component22/q1
2019,s,22,2,C,2  A student measures 25.00 cm3 of dilute hydrochloric acid accurately. Which apparatus is most suitable? A  beaker B  measuring cylinder C  burette D  dropping pipette,2019/summer/component22/q2
2019,s,22,3,C,"3  The chromatogram of solutions of two metal ions, P and Q, is shown. 3 P Q solvent front baseline P is coloured. A locating agent is used to find the position of Q. The Rf value of each solution is calculated. is P of Q. a ......1...... element and has an  Rf value ......2...... than that Which words complete gaps 1 and 2? A B C D 1 non-transition non-transition transition transition 2 greater smaller greater smaller",2019/summer/component22/q3
2019,s,22,4,B,4  What is an isotope of  E31 15 ? B E33 15 A E31 14 C E31 16 D E33 16,2019/summer/component22/q4
2019,s,22,5,A,5  Which row describes the formation of single covalent bonds in methane? A B C D atoms share a pair of electrons atoms share a pair of electrons both atoms gain a noble gas electronic structure both atoms have the same number of electrons in their outer shell electrons are transferred from one atom to another both atoms gain a noble gas electronic structure electrons are transferred from one atom to another both atoms have the same number of electrons in their outer shell [Turn over,2019/summer/component22/q5
2019,s,22,6,A,6  Which statement describes the structure of an ionic compound? 4 A B C D It is a giant lattice of oppositely charged ions. It is a giant lattice of positive ions in a ‘sea’ of electrons. It is a giant molecule of oppositely charged ions. It is a simple molecule of oppositely charged ions.,2019/summer/component22/q6
2019,s,22,7,C,,
2019,s,22,8,A,,
2019,s,22,9,B,9  The diagram shows the electrolysis of an aqueous solution of X using inert electrodes. power supply – + aqueous solution of X Hydrogen is produced at the cathode and chlorine is produced at the anode. What is X? A  concentrated copper(II) chloride solution B  concentrated hydrochloric acid C  dilute hydrochloric acid D  dilute sodium chloride solution,2019/summer/component22/q9
2019,s,22,10,C,10  Aluminium is extracted by electrolysis as shown. graphite anode steel case graphite cathode – + + – aluminium oxide dissolved in molten cryolite Which row shows the ionic half-equations at the cathode and the anode? molten aluminium A B C D cathode anode Al Al Al Al 3+  →  Al  +  3e– 3+  →  Al  +  3e– 3+  +  3e–  →  Al 3+  +  3e–  →  Al 2O2–  →  O2  +  4e– 2O2–  +  4e–  →  O2 2O2–  →  O2  +  4e– 2O2–  +  4e–  →  O2 [Turn over,2019/summer/component22/q10
2019,s,22,11,B,11  Fuel cells are used as energy sources in cars. Which row gives a fuel used in a fuel cell and the products formed? 6 A B C D fuel in a fuel cell products formed hydrogen hydrogen petrol petrol carbon dioxide and water water only carbon dioxide and water water only,2019/summer/component22/q11
2019,s,22,12,B,,
2019,s,22,13,D,,
2019,s,22,14,D,"14  When blue-green crystals of nickel(II) sulfate are heated, water is produced and a yellow solid remains. When water is added to the yellow solid, the blue-green colour returns. 7 Which process describes these changes? A  combustion B  corrosion C  neutralisation D reversible reaction",2019/summer/component22/q14
2019,s,22,15,D,15  The equation for the manufacture of ethanol is shown. C2H4(g)  +  H2O(g) ethene steam C2H5OH(g) ethanol What is the effect of doubling the pressure on this reaction? increases the yield of ethene A  decreases the rate of formation of ethanol B C  decreases the rate of formation of ethene D increases the yield of ethanol,2019/summer/component22/q15
2019,s,22,16,B,16  The ionic equation for the reaction of aqueous potassium bromide with chlorine gas is shown. 2Br –  +  Cl 2  →  Br2  +  2Cl – Which statement is correct? A  Bromide ions are oxidised by gaining electrons. B  Bromide ions are oxidised by losing electrons. C  Chlorine is oxidised by gaining electrons. D  Chlorine is oxidised by losing electrons.,2019/summer/component22/q16
2019,s,22,17,C,17  Which type of oxide are carbon monoxide and aluminium oxide? carbon monoxide aluminium oxide acidic acidic neutral neutral amphoteric basic amphoteric basic A B C D [Turn over,2019/summer/component22/q17
2019,s,22,18,A,,
2019,s,22,19,D,,
2019,s,22,20,C,"20  Part of the Periodic Table is shown. Y Z Which row describes the properties of X, Y and Z? A B C D good conductor of electricity high melting point X Y Y and Z Z and X Z Z and X Z X X",2019/summer/component22/q20
2019,s,22,21,C,21  The melting points and boiling points of the elements of Group I of the Periodic Table are shown. 9 element lithium sodium potassium rubidium caesium melting point / °C boiling point / °C 181 98 63 39 28 1330 883 759 688 671 Which pair of elements are liquid at 800 °C? A  caesium and rubidium B  potassium and sodium C D  potassium and caesium lithium and sodium,2019/summer/component22/q21
2019,s,22,22,D,"22  The electronic structures of helium, neon and argon are shown. He Ne Ar Which row describes these gases? A B C D reactivity form of the gas electronic structure reactive unreactive unreactive unreactive monoatomic diatomic diatomic monoatomic incomplete outer shell of electrons complete outer shell of electrons incomplete outer shell of electrons complete outer shell of electrons [Turn over",2019/summer/component22/q22
2019,s,22,23,B,23  The diagrams show the structure of two substances used to make electrical conductors. X Y 10 Which statement correctly describes X and Y? A  X is a pure metal and Y is a compound. B  X is a pure metal and Y is an alloy. C  X is a solid and Y is a liquid. D  X is harder and stronger than Y.,2019/summer/component22/q23
2019,s,22,24,C,24  A student heated the carbonates and nitrates of sodium and copper. The results are shown. 1 2 3 4 compound heated sodium carbonate copper(II) carbonate sodium nitrate copper(II) nitrate gases released carbon monoxide carbon dioxide oxygen only nitrogen dioxide and oxygen solid formed sodium oxide copper sodium nitrite copper(II) oxide Which rows describe the correct results? A  1 and 3 B  2 and 3 C  3 and 4 D  4 only,2019/summer/component22/q24
2019,s,22,25,B,"25  Zinc is extracted from its ore, zinc blende, using two chemical reactions. 1  2ZnS  +  3O2  →  2ZnO  +  2SO2 2  2ZnO  +  C  →  2Zn  +  CO2 Which substance is reduced in reactions 1 and 2? A B C D reaction 1 reaction 2 O2 O2 ZnS ZnS C ZnO C ZnO",2019/summer/component22/q25
2019,s,22,26,D,"26  Four  metals,  zinc,  M,  copper  and  magnesium,  are  reacted  with  aqueous  solutions  of  their nitrates. 11 The results are shown. metal magnesium nitrate M nitrate copper nitrate zinc nitrate magnesium zinc M copper (cid:26) (cid:26) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:22) (cid:22) (cid:26) (cid:26) key (cid:22)= reacts (cid:26)= no reaction What is the order of reactivity of these four metals starting with the most reactive? A  copper  →  zinc  →  M  →  magnesium B  copper  →  M  →  zinc  →  magnesium C  magnesium  →  M  →  zinc  →  copper D  magnesium  →  zinc  →  M  →  copper",2019/summer/component22/q26
2019,s,22,27,C,27  Which property of aluminium makes it useful in the manufacture of aircraft? A  conducts electricity B  high boiling point C low density D  silver colour,2019/summer/component22/q27
2019,s,22,28,A,28  The exhaust gases from cars contain oxides of nitrogen. How are these oxides of nitrogen formed? A  Nitrogen and oxygen from the air react together at the high temperatures in the engine. B  Nitrogen and oxygen from the petrol react together in the car exhaust. C  Nitrogen from the petrol reacts with oxygen at the high temperatures in the engine. D  Nitrogen reacts with oxygen from the air in the catalytic converter. [Turn over,2019/summer/component22/q28
2019,s,22,29,B,,
2019,s,22,30,D,,
2019,s,22,31,D,31  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air What happens to the water level in tubes P and Q? water A B C D tube P falls no change rises rises tube Q rises rises falls no change 13,2019/summer/component22/q31
2019,s,22,32,C,32  Ammonia is produced in the Haber process. The equation for the reaction is shown. The forward reaction is exothermic. 3H2(g)  +  N2(g) 2NH3(g) Which conditions of temperature and pressure produce the highest yield of ammonia? A B C D temperature pressure high high low low high low high low,2019/summer/component22/q32
2019,s,22,33,C,33  Which row shows the conditions used in the Contact process? A B C D temperature / °C pressure / atm 25 25 450 450 2 200 2 200 catalyst iron iron vanadium(V) oxide vanadium(V) oxide [Turn over,2019/summer/component22/q33
2019,s,22,34,C,34  The diagram represents a lime kiln used to heat limestone to a very high temperature. waste gases 14 lime kiln limestone fuel in fuel in air in air in X What leaves the kiln at X? A  calcium carbonate B  calcium hydroxide C  calcium oxide D  calcium sulfate,2019/summer/component22/q34
2019,s,22,35,A,,
2019,s,22,36,A,36  Which statement about homologous series is not correct? 15 A  All homologous series are hydrocarbons. B  Members of a homologous series have the same functional group. C  Members of a homologous series have similar chemical properties. D  The alkanes are an example of a homologous series.,2019/summer/component22/q36
2019,s,22,37,A,"37  In bright sunlight, ethane and chlorine combine in substitution reactions. Which compound is not formed in these reactions? A  C2H3Cl B  C2H5Cl C  C2H4Cl 2 D  HCl",2019/summer/component22/q37
2019,s,22,38,C,38  What are the properties of aqueous ethanoic acid? A B C D decolourises bromine water reacts with calcium carbonate to make carbon dioxide turns damp red litmus blue (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22),2019/summer/component22/q38
2019,s,22,39,B,39  The structures of four molecules are shown. 1 2 H C O OH H H C OH H H 3 H C H H C H H C H OH H 4 H C H H C H O C OH Which molecules react together to form the ester propyl methanoate? A  1 and 2 B  1 and 3 C  2 and 4 D  3 and 4 [Turn over 16,2019/summer/component22/q39
2019,s,22,40,B,40  But-1-ene has the structure CH3CH2CH=CH2. What is the structure of poly(but-1-ene)? A H C H H C H H C H H C H n H C H B CH2CH3 C C CH3 C CH3 C D CH2CH3 CH2CH3 C C H n H H n H H n 17,2019/summer/component22/q40
2019,s,23,1,D,1  Hydrogen chloride gas (Mr = 36.5) is released at P in the apparatus shown. The Universal Indicator paper turns red after 38 s. 2 P Universal Indicator paper The experiment is repeated using sulfur dioxide (Mr = 64). What is the result for sulfur dioxide? A B C D Universal Indicator turns time for Universal Indicator to change colour / s blue blue red red 26 51 26 51,2019/summer/component23/q1
2019,s,23,2,C,2  Which piece of apparatus is used to measure 24.8 cm3 of gas produced during a reaction? A  beaker B  conical flask C  measuring cylinder D  pipette,2019/summer/component23/q2
2019,s,23,3,B,"3  Rf values are used to identify unknown substances using paper chromatography. Which statements about Rf values are correct? 1  Rf values are always less than 1.0. 2  Rf value = distance travelled by solvent ÷ distance travelled by unknown substance. 3  The higher the Rf value, the further the unknown substance travels. 4  Rf values are not affected by the solubility of the unknown substance. A  1 and 2 B  1 and 3 C  2 and 3 D  3 and 4",2019/summer/component23/q3
2019,s,23,4,A,4  The structure of an atom is shown. 3 7p 8n Which element is the atom an isotope of? key = electron = neutron = proton n p A  nitrogen B  oxygen C  phosphorus D titanium,2019/summer/component23/q4
2019,s,23,5,A,5  Which row describes the formation of single covalent bonds in methane? A B C D atoms share a pair of electrons atoms share a pair of electrons both atoms gain a noble gas electronic structure both atoms have the same number of electrons in their outer shell electrons are transferred from one atom to another both atoms gain a noble gas electronic structure electrons are transferred from one atom to another both atoms have the same number of electrons in their outer shell,2019/summer/component23/q5
2019,s,23,6,A,6  Which statement describes the structure of an ionic compound? A B C D It is a giant lattice of oppositely charged ions. It is a giant lattice of positive ions in a ‘sea’ of electrons. It is a giant molecule of oppositely charged ions. It is a simple molecule of oppositely charged ions.,2019/summer/component23/q6
2019,s,23,7,D,"7  When propane burns in air, carbon dioxide and water are formed. What is the chemical equation for this reaction? A  C3H8  +  2O2  →  CO2  +  2H2O B  C3H8  +  3O2  →  3CO2  +  H2O C  C3H8  +  4O2  →  3CO2  +  4H2O D  C3H8  +  5O2  →  3CO2  +  4H2O [Turn over",2019/summer/component23/q7
2019,s,23,8,C,8  What is the concentration of a solution that contains 25.0 g NaOH in 500 cm3 of water? 4 A  0.125 mol / dm3 B  0.800 mol / dm3 C  1.25 mol / dm3 D  3.20 mol / dm3,2019/summer/component23/q8
2019,s,23,9,A,9  An aqueous solution of copper(II) sulfate was electrolysed using copper electrodes. power supply copper cathode – + copper anode Which equation for the reaction at the anode is correct? aqueous copper(II) sulfate A  Cu  →  Cu2+  +  2e– B  Cu  +  2e–  →  Cu2+ C  Cu2+  →  Cu  +  2e– D  Cu2+  +  2e–  →  Cu,2019/summer/component23/q9
2019,s,23,10,D,"10  In the manufacture of aluminium by electrolysis, aluminium oxide is dissolved in molten cryolite. Why is cryolite used? It lowers the melting point of the aluminium. It makes the aluminium a better conductor. It removes impurities from the aluminium. A B C D  The mixture has a lower melting point than pure aluminium oxide.",2019/summer/component23/q10
2019,s,23,11,D,"11  Which statement about a fuel cell in a car is correct? A  The fuel cell produces heat, which powers the car. B  The fuel cell is supplied with hydrogen directly from the air. C  The only emission from a fuel cell is nitrogen gas, which is non-polluting. D  The fuel cell produces electricity, which powers an electric motor.",2019/summer/component23/q11
2019,s,23,12,A,,
2019,s,23,13,D,"13  Which  change  in  reaction  conditions  increases  both  the  collision  rate  and  the  proportion  of 14  When blue-green crystals of nickel(II) sulfate are heated, water is produced and a yellow solid remains. When water is added to the yellow solid, the blue-green colour returns. [Turn over 6 15  A reaction between nitrogen and oxygen is shown. The forward reaction is endothermic. N2(g)  +  O2(g) 2NO(g) Which change increases the equilibrium yield of nitrogen monoxide, NO? A  decreasing the pressure B  decreasing the temperature C D increasing the pressure increasing the temperature",2019/summer/component23/q13
2019,s,23,14,D,,
2019,s,23,15,D,,
2019,s,23,16,A,16  Which changes represent reduction? – 1  Cl 2  +  2e–  →  2Cl 2  Mn(VII)  →  Mn(II) 3 sulfate(IV)  →  sulfate(VI) A  1 and 2 B  1 and 3 C  1 only D  2 only,2019/summer/component23/q16
2019,s,23,17,D,17  Which statement about carbon monoxide and aluminium oxide is correct? A  Carbon monoxide and aluminium oxide are both amphoteric. B  Carbon monoxide and aluminium oxide are both neutral. C  Carbon monoxide is amphoteric but aluminium oxide is neutral. D  Carbon monoxide is neutral but aluminium oxide is amphoteric.,2019/summer/component23/q17
2019,s,23,18,A,,
2019,s,23,19,C,,
2019,s,23,20,B,"20  Part of the Periodic Table is shown. W Z X Y Which row describes W, X, Y and Z? A B C D metal X X and Y W and Z W, Y and Z non-metal W, Y and Z W and Z X and Y X [Turn over",2019/summer/component23/q20
2019,s,23,21,A,"21  Which statement about the properties of elements in Group I and in Group VII is correct? 8 A  Bromine displaces iodine from an aqueous solution of potassium iodide. B  Chlorine, bromine and iodine are diatomic gases at room temperature. C  Lithium, sodium and potassium are soft non-metals. D  Lithium, sodium and potassium have an increasing number of electrons in their outer shells.",2019/summer/component23/q21
2019,s,23,22,A,22  Gas  G  has  10  electrons.  Gas  H  has  eight  more  electrons  than  gas  G.  Both  gases  are monoatomic. Which statement about G and H is correct? A  Both gases are in the same group of the Periodic Table. B  Both gases are in the same period of the Periodic Table. C  Both gases are very reactive. D  Gas G has a higher atomic mass than gas H.,2019/summer/component23/q22
2019,s,23,23,B,23  The diagrams show the structure of two substances used to make electrical conductors. X Y Which statement correctly describes X and Y? A  X is a pure metal and Y is a compound. B  X is a pure metal and Y is an alloy. C  X is a solid and Y is a liquid. D  X is harder and stronger than Y.,2019/summer/component23/q23
2019,s,23,24,C,"24  Magnesium  nitrate,  magnesium  hydroxide  and  magnesium  carbonate  all  decompose  when heated. Which statement about these decomposition reactions is correct? A  Magnesium carbonate decomposes to release carbon dioxide and oxygen. B  Magnesium hydroxide decomposes to release hydrogen and oxygen. C  Magnesium hydroxide decomposes to release water vapour. D  Magnesium nitrate decomposes to release oxygen only.",2019/summer/component23/q24
2019,s,23,25,B,"25  Zinc is extracted from its ore, zinc blende, using two chemical reactions. 9 1  2ZnS  +  3O2  →  2ZnO  +  2SO2 2  2ZnO  +  C  →  2Zn  +  CO2 Which substance is reduced in reactions 1 and 2? A B C D reaction 1 reaction 2 O2 O2 ZnS ZnS C ZnO C ZnO",2019/summer/component23/q25
2019,s,23,26,D,"26  Four  metals,  zinc,  M,  copper  and  magnesium,  are  reacted  with  aqueous  solutions  of  their nitrates. The results are shown. metal magnesium nitrate M nitrate copper nitrate zinc nitrate magnesium zinc M copper (cid:26) (cid:26) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:22) (cid:22) (cid:26) (cid:26) key (cid:22)= reacts (cid:26)= no reaction What is the order of reactivity of these four metals starting with the most reactive? A  copper  →  zinc  →  M  →  magnesium B  copper  →  M  →  zinc  →  magnesium C  magnesium  →  M  →  zinc  →  copper D  magnesium  →  zinc  →  M  →  copper",2019/summer/component23/q26
2019,s,23,27,C,27  Aluminium is used to make containers for storing food. Which property makes it suitable for this use? A  conducts heat B C D  shiny surface low density resists corrosion [Turn over,2019/summer/component23/q27
2019,s,23,28,B,,
2019,s,23,29,B,,
2019,s,23,30,D,30  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air water What happens to the water level in tubes P and Q? A B C D tube P falls no change rises rises tube Q rises rises falls no change,2019/summer/component23/q30
2019,s,23,31,A,31  Which row about the carbon cycle is correct? 11 A B C D process for removing carbon dioxide from the atmosphere process for returning carbon dioxide to the atmosphere photosynthesis photosynthesis respiration respiration combustion of hydrocarbons cracking of hydrocarbons combustion of hydrocarbons cracking of hydrocarbons,2019/summer/component23/q31
2019,s,23,32,B,32  Ammonia is manufactured in an exothermic reaction. N2(g)  +  3H2(g) 2NH3(g) What is the effect of lowering the temperature on the rate of formation and equilibrium yield of ammonia? A B C D rate of formation equilibrium yield decreases decreases increases increases decreases increases decreases increases,2019/summer/component23/q32
2019,s,23,33,C,33  Which row shows the conditions used in the Contact process? A B C D temperature / °C pressure / atm 25 25 450 450 2 200 2 200 catalyst iron iron vanadium(V) oxide vanadium(V) oxide [Turn over,2019/summer/component23/q33
2019,s,23,34,C,34  The diagram represents a lime kiln used to heat limestone to a very high temperature. waste gases 12 lime kiln limestone fuel in fuel in air in air in X What leaves the kiln at X? A  calcium carbonate B  calcium hydroxide C  calcium oxide D  calcium sulfate,2019/summer/component23/q34
2019,s,23,35,A,,
2019,s,23,36,B,36  Which statements about homologous series are correct? 1  All members have similar chemical properties. 2  All members have the same molecular mass. 3  Ethane and ethene are members of the same homologous series. 4  Ethane and propane are members of the same homologous series. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2019/summer/component23/q36
2019,s,23,37,D,37  Which  type  of  reaction  takes  place  when  methane  reacts  with  chlorine  in  the  presence  of ultraviolet light? A  addition B  cracking C  polymerisation D  substitution,2019/summer/component23/q37
2019,s,23,38,C,"38  Which statement about aqueous ethanoic acid is correct? A B C D It reacts with metal carbonates to form salts, hydrogen and water. It reacts with metal oxides to form salts and oxygen. It reacts with reactive metals to form salts and hydrogen. It turns damp red litmus paper blue.",2019/summer/component23/q38
2019,s,23,39,C,39  The structure of ester W is shown. H O CH C H H O C H H Which row gives the names of ester W and the carboxylic acid and alcohol from which it is made? A B C D name of ester W carboxylic acid ethyl methanoate ethyl methanoate methyl ethanoate methyl ethanoate ethanoic acid methanoic acid ethanoic acid methanoic acid alcohol methanol ethanol methanol ethanol [Turn over,2019/summer/component23/q39
2019,s,23,40,B,40  A section of a polymer is shown. O H H 14 O C O H C H H C H H C H H OC O C H O C H C H H C H O C H OC C H How many different types of monomer units formed this section of polymer? A  1 B  2 C  3 D  4 15,2019/summer/component23/q40
2019,w,21,1,C,,
2019,w,21,2,A,,
2019,w,21,3,C,3  Four different food colourings are analysed using chromatography. The results are shown on the chromatogram. The diagram is not drawn to scale. Which food colouring contains a component with an Rf value of 0.3? 10 cm 8 cm 6 cm 4 cm 2 cm solvent front A B C D baseline,2019/winter/component21/q3
2019,w,21,4,C,4  Which statement about an ionic compound is not correct? 3 It conducts electricity when dissolved in water. It has a high melting point due to strong attractive forces between ions. It has a regular lattice of oppositely charged ions in a ‘sea of electrons’. A B C D  The ionic bonds are formed between metallic and non-metallic elements.,2019/winter/component21/q4
2019,w,21,5,A,5  An isotope of chromium is represented by  Cr 52 24 . Which statement about an atom of this isotope of chromium is correct? A B C D It contains 24 electrons. It contains 24 neutrons. It contains 28 protons. It contains 52 neutrons.,2019/winter/component21/q5
2019,w,21,6,B,"6  Element X has two isotopes,  X12 6 and  X14 6 . Which statement about these isotopes is correct? A  They have different chemical properties because they have different numbers of neutrons. B  They have the same chemical properties because they have the same number of outer shell electrons. C  They  have  the  same  nucleon  number  because  the  sum  of  the  number  of  protons  and electrons is the same. D  They have different positions in the Periodic Table because they have different numbers of neutrons.",2019/winter/component21/q6
2019,w,21,7,D,7  How are the structures of diamond and silicon(IV) oxide similar? A  Molecules of both diamond and silicon(IV) oxide are held together by weak attractive forces. B  They both contain atoms arranged in planes held together by weak bonds. C  They both contain ions that are free to move. D  The carbon in diamond and the silicon in silicon(IV) oxide each have four covalent bonds.,2019/winter/component21/q7
2019,w,21,8,C,8  Which statement describes the structure of copper? A B C D It has a lattice of negative ions in a ‘sea of electrons’. It has a lattice of negative ions in a ‘sea of protons’. It has a lattice of positive ions in a ‘sea of electrons’. It has a lattice of positive ions in a ‘sea of protons’. [Turn over,2019/winter/component21/q8
2019,w,21,9,D,"9  Four fertilisers are each supplied in 100 kg bags. Which fertiliser supplies the greatest mass of nitrogen per 100 kg bag? 4 A  ammonium nitrate, NH4NO3 B  ammonium phosphate, (NH4)3PO4 C  ammonium sulfate, (NH4)2SO4 D  urea, CO(NH2)2",2019/winter/component21/q9
2019,w,21,10,A,10  Calcium carbonate reacts with dilute hydrochloric acid. The equation for the reaction is shown. CaCO3  +  2HCl   →  CaCl 2  +  H2O  +  CO2 1.00 g of calcium carbonate is added to 50.0 cm3 of 0.0500 mol / dm3 hydrochloric acid. Which volume of carbon dioxide is made in this reaction? A  30 cm3 B  60 cm3 C  120 cm3 D  240 cm3,2019/winter/component21/q10
2019,w,21,11,C,,
2019,w,21,12,B,,
2019,w,21,13,B,,
2019,w,21,14,C,,
2019,w,21,15,B,15  Which is a chemical change? A  boiling water B  cooking an egg C  dissolving sugar D  melting ice cubes,2019/winter/component21/q15
2019,w,21,16,B,16  The rate of reaction between magnesium and dilute hydrochloric acid is increased by increasing the concentration of the acid. How does this affect the reacting particles? A B C D collision rate of particles proportion of particles with sufficient energy to react increases increases stays the same stays the same increases stays the same increases stays the same [Turn over,2019/winter/component21/q16
2019,w,21,17,A,"17  Dinitrogen tetroxide, N2O4, is converted into nitrogen dioxide, NO2, in a reversible reaction. N2O4(g) 2NO2(g) 6 The forward reaction is endothermic. Which conditions give the highest equilibrium yield of nitrogen dioxide? A B C D pressure / atmospheres temperature 2 2 50 50 high low high low",2019/winter/component21/q17
2019,w,21,18,A,18  The equation for the reaction between iron(II) sulfate and bromine is shown. 6FeSO4  +  3Br2  →  2Fe2(SO4)3  +  2FeBr3 Which row identifies the oxidising agent and the reducing agent? A B C D oxidising agent reducing agent Br2 FeSO4 FeBr3 FeSO4 Br2 Fe2(SO4)3 Fe2(SO4)3 FeBr3,2019/winter/component21/q18
2019,w,21,19,C,19  Which statement about amphoteric oxides is correct? A  They are made by combining an acidic oxide with a basic oxide. B  They react with water to give a solution of pH 7. C  They react with both acids and bases. D  They do not react with acids or bases.,2019/winter/component21/q19
2019,w,21,20,B,20  Carbonic acid is a weak acid formed when carbon dioxide dissolves in water. What is the pH of the solution? A  1 B  5 C  7 D  9 7,2019/winter/component21/q20
2019,w,21,21,B,21  A method used to make copper(II) sulfate crystals is shown. 1  Place dilute sulfuric acid in a beaker. 2  Warm the acid. 3  Add copper(II) oxide until it is in excess. 4  Filter the mixture. 5  Evaporate the filtrate until crystals start to form. 6  Leave the filtrate to cool. What are the purposes of step 3 and step 4? A B C D step 3 step 4 to ensure all of the acid has reacted to ensure all of the acid has reacted to speed up the reaction to speed up the reaction to obtain solid copper(II) sulfate to remove the excess of copper(II) oxide to obtain solid copper(II) sulfate to remove the excess of copper(II) oxide,2019/winter/component21/q21
2019,w,21,22,A,22  Lead(II) sulfate is an insoluble salt. Which process is not used to prepare a pure sample of this salt? A  crystallisation B  drying C D  precipitation filtration,2019/winter/component21/q22
2019,w,21,23,C,23  Part of the Periodic Table is shown. Which element is used to provide an inert atmosphere? A D B C [Turn over,2019/winter/component21/q23
2019,w,21,24,B,24  Which pair of elements reacts together most violently? 8 A  chlorine and lithium B  chlorine and potassium C D iodine and lithium iodine and potassium,2019/winter/component21/q24
