month,year,component,question number,topic,text
w,2020,43,3,6 Chemical energetics,"Chlorine is in Group VII of the Periodic Table. (a) Two isotopes of chlorine are chlorine‑35 and chlorine‑37. (i) State why these two isotopes of chlorine have the same chemical properties. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] (ii) Complete the table to show the number of electrons, neutrons and protons in each atom and ion. number of electrons number of neutrons number of protons 35Cl 17 37Cl – 17 [3] (b) (i) Chlorine reacts with aqueous sodium bromide. The equation for the reaction is shown. Cl 2 + 2NaBr → 2NaCl + Br2 State the type of reaction shown. ....................................................................................................................................... [1] (ii) Why is there no reaction between iodine and aqueous sodium bromide? ....................................................................................................................................... [1] (c) Magnesium reacts with chlorine to form magnesium chloride. Complete the dot-and-cross diagram to show the electron arrangement of the ions in magnesium chloride. Give the charges on the ions. The inner shells have been completed. Cl ......... ......... Mg [3] 8 © UCLES 2020 0620/43/M/J/20 (d) Hydrogen and chlorine react to form hydrogen chloride gas, as shown in the equation. H2 + Cl 2 → 2HCl This equation can be represented as shown. H–H + Cl–Cl → 2H–Cl Some bond energies are shown in the table. bond bond energy in kJ/mol H–H 436 Cl–Cl 243 H–Cl 432 Calculate the energy change for the reaction between hydrogen and chlorine, using the following steps. ● Calculate the energy needed to break the bonds. .............................. kJ ● Calculate the energy released when bonds are formed. .............................. kJ ● Calculate the energy change for the reaction. .............................. kJ/mol [3] [Total: 13] "
w,2020,43,4,11 Air and water,r 4 (a) Filtration and chlorination are two stages in water treatment. State the purpose of each stage. filtration ...................................................................................................................................... .................................................................................................................................................... chlorination ................................................................................................................................ .................................................................................................................................................... [2] (b) A student uses anhydrous copper(II) sulfate to test for the presence of water. (i) What colour change is seen if water is present? from ............................................................ to [2] (ii) The purity of a sample of water can be assessed by measuring its boiling point. How is the boiling point of water affected by impurities? ....................................................................................................................................... [1] (c) Chromatography can be used to test the purity of substances. The diagram shows the chromatogram of a coloured substance. X solvent front start line (i) How does this chromatogram show that this substance is not pure? ....................................................................................................................................... [1] (ii) Draw a circle round the correct Rf value for the spot labelled X. 0.2 0.4 0.8 1.2 [1] (iii) State how a colourless substance can be made visible on a chromatogram. ........................................................................ 
w,2020,43,5,1 The particulate nature of matter,"(a) Complete the table about solids, liquids and gases. particle separation particle arrangement type of motion solid regular vibrate only liquid touching random gas apart random [3] (b) The graph shows the change in temperature as a sample of a gas is cooled. temperature time A B Name the change of state taking place between A and B. .............................................................................................................................................. [1] (c) A bottle of liquid perfume is left open at the front of a room. After some time, the perfume is smelt at the back of the room. Name the two physical processes taking place. 1 ................................................................................................................................................. 2 ................................................................................................................................................. [2] [Total: 6] "
w,2020,43,6,7 Chemical reactions,(a) An endothermic reaction occurs when calcium nitrate is heated. (i) Balance the equation for this reaction. .....Ca(NO3)2 → .....CaO + .....NO2 + .....O2 [1] (ii) State the type of reaction shown by the equation. ....................................................................................................................................... [1] (b) Describe the test for a nitrate ion. test ............................................................................................................................................. .................................................................................................................................................... result .......................................................................................................................................... .................................................................................................................................................... [3] [Total: 5] 
w,2020,43,7,10 Metals,Aluminium is extracted by electrolysis. Iron is extracted from its ore by reduction with carbon. (a) What is meant by the term electrolysis? .................................................................................................................................................... .............................................................................................................................................. [2] (b) Name the main ore of aluminium. .............................................................................................................................................. [1] (c) (i) Explain why aluminium cannot be extracted by reduction with carbon. ....................................................................................................................................... [1] (ii) Describe the role of cryolite in the extraction of aluminium by electrolysis. ....................................................................................................................................... [1] (iii) Name the product formed at the positive electrode. ....................................................................................................................................... [1] (iv) Write the ionic half-equation for the reaction at the negative electrode. ....................................................................................................................................... [2] (d) Aluminium is used in overhead electricity cables. Give two properties of aluminium that make it suitable for use in overhead electricity cables. 1 ................................................................................................................................................. 2 ................................................................................................................................................. [2] 13 © UCLES 2020 0620/43/M/J/20 [Turn over (e) Iron is a transition element. (i) Iron forms hydrated iron(III) oxide when it rusts. Write a word equation to represent the formation of rust. ....................................................................................................................................... [2] (ii) Give two ways in which the properties of transition elements differ from the properties of Group I metals. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] [Total: 14] 
w,2020,43,8,14 Organic chemistry," 8 (a) Part of the synthetic polymer, nylon, is shown in the diagram.
C
O
C
O
C C
O O
N
H
N
H
N
H
N
H
C
O
(i) Circle one amide linkage on the diagram. [1]
(ii) Complete the structures of the two monomers that react to form nylon.
[2]
(iii) Name the other product formed when nylon is produced.
....................................................................................................................................... [1]
(b) Items made from nylon are often disposed of by burying them in the ground. This is called
landfill.
Why is the disposal of nylon using landfill a problem?
....................................................................................................................................................
.............................................................................................................................................. [1]
(c) Give the name of a natural polymer.
.............................................................................................................................................. [1]
[Total: 6] "
m,2021,22,1,1 The particulate nature of matter, 
m,2021,22,2,2 Experimental techniques, 
m,2021,22,3,2 Experimental techniques, 
m,2021,22,4,"3 Atoms, elements and compounds", 
m,2021,22,5,"3 Atoms, elements and compounds", 
m,2021,22,6,"3 Atoms, elements and compounds", 
m,2021,22,7,"3 Atoms, elements and compounds", 
m,2021,22,8,"3 Atoms, elements and compounds", 
m,2021,22,9,4 Stoichiometry, 
m,2021,22,10,4 Stoichiometry, 
m,2021,22,11,"3 Atoms, elements and compounds", 
m,2021,22,12,5 Electricity and chemistry, 
m,2021,22,13,6 Chemical energetics, 
m,2021,22,14,6 Chemical energetics, 
m,2021,22,15,6 Chemical energetics, 
m,2021,22,16,7 Chemical reactions, 
m,2021,22,17,7 Chemical reactions, 
m,2021,22,18,7 Chemical reactions, 
m,2021,22,19,"8 Acids, bases and salts", 
m,2021,22,21,"8 Acids, bases and salts", 
m,2021,22,22,9 The Periodic Table, 
m,2021,22,23,9 The Periodic Table, 
m,2021,22,24,9 The Periodic Table, 
m,2021,22,25,10 Metals, 
m,2021,22,26,10 Metals, 
m,2021,22,27,10 Metals, 
m,2021,22,28,9 The Periodic Table, 
m,2021,22,29,11 Air and water, 
m,2021,22,30,11 Air and water, 
m,2021,22,31,11 Air and water, 
m,2021,22,32,12 Sulfur, 
m,2021,22,33,13 Carbonates, 
m,2021,22,34,14 Organic chemistry, 
m,2021,22,35,14 Organic chemistry, 
m,2021,22,36,14 Organic chemistry, 
m,2021,22,37,14 Organic chemistry, 
m,2021,22,38,14 Organic chemistry, 
m,2021,22,39,14 Organic chemistry, 
m,2021,22,40,14 Organic chemistry, 
m,2021,42,1,"3 Atoms, elements and compounds","The table shows the numbers of protons, neutrons and electrons in particles A to I. particle protons neutrons electrons A 1 0 0 B 6 6 6 C 6 8 6 D 10 10 10 E 16 16 18 F 17 18 17 G 18 22 18 H 19 20 19 I 20 20 18 Answer the following questions about particles A to I. Each letter may be used once, more than once or not at all. (a) State which of the particles A to I: (i) is an anion ................................................ [1] (ii) are cations .................... and .................... [2] (iii) are noble gas atoms .................... and .................... [2] (iv) is a halogen atom ................................................ [1] (v) is a Group I atom ................................................ [1] (vi) have the same nucleon number .................... and .................... [1] (vii) causes acidity in aqueous solutions ................................................ [1] (viii) is used to define the relative atomic mass of elements. ................................................ [1] (b) Explain why B and C are isotopes of the same element. .................................................................................................................................................... .............................................................................................................................................. [2] [Total: 12] "
m,2021,42,2,11 Air and water,"The elements shown are gases at room temperature and pressure. hydrogen nitrogen oxygen chlorine (a) State which one of these gases is green. .............................................................................................................................................. [1] (b) The gases shown exist as diatomic molecules. State the name of another element which has diatomic molecules and is a gas at room temperature and pressure. .............................................................................................................................................. [1] (c) When separate samples of each of these gases are placed in a container they will diffuse. (i) Describe why these gases diffuse. ....................................................................................................................................... [1] (ii) State which of these four gases has the highest rate of diffusion. Explain your answer. gas ...................................................................................................................................... explanation ......................................................................................................................... ............................................................................................................................................. [2] (d) Nitrogen, oxygen and other substances are found in clean, dry air. (i) State the percentage of nitrogen in clean, dry air. ....................................................................................................................................... [1] (ii) Other than nitrogen and oxygen, identify another element found in clean, dry air. ....................................................................................................................................... [1] (iii) Identify a compound found in clean, dry air. ....................................................................................................................................... [1] (iv) Nitrogen and oxygen can be separated from liquid air. State the name of this process. ....................................................................................................................................... [2] [Total: 10] "
m,2021,42,3,11 Air and water,"This question is about ammonia. (a) Nitrogen reacts with hydrogen to form ammonia in an industrial process. N2(g) + 3H2(g) 2NH3(g) (i) Name this industrial process. ....................................................................................................................................... [1] (ii) State the meaning of the symbol . ....................................................................................................................................... [1] (iii) State the conditions used in this industrial process. Include units. temperature ..................................................... pressure ........................................................... [2] (iv) Name the catalyst used in this industrial process. ....................................................................................................................................... [1] (v) If the pressure is increased, the yield of ammonia increases. Explain why, in terms of equilibrium. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] (vi) If the temperature is increased, the rate of reaction increases. Explain why, in terms of particles. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [3] (b) Ammonia reacts with sulfuric acid to make a compound which is used as a fertiliser. Write the chemical equation for the reaction between ammonia and sulfuric acid. .............................................................................................................................................. [2] [Total: 12] "
m,2021,42,4,4 Stoichiometry,"A student wanted to make some zinc chloride crystals. The student followed the procedure shown. step 1 Add excess zinc powder to dilute hydrochloric acid to form aqueous zinc chloride. step 2 Remove unreacted zinc powder from the aqueous zinc chloride. step 3 Heat the solution until it is saturated. step 4 Allow the saturated solution to cool and remove the crystals that form. (a) Write the equation for the reaction in step 1. Include state symbols. .............................................................................................................................................. [3] (b) Explain why excess zinc powder is added in step 1. .............................................................................................................................................. [1] (c) Suggest how unreacted zinc powder is removed in step 2. .............................................................................................................................................. [1] (d) A saturated solution is formed in step 3. Suggest what is meant by the term saturated solution. .................................................................................................................................................... .............................................................................................................................................. [2] (e) Explain why crystals form as the solution cools in step 4. .............................................................................................................................................. [1] (f) Name two zinc compounds which react with dilute hydrochloric acid to form zinc chloride. .................................................................................................................................................... .............................................................................................................................................. [2] (g) If excess calcium metal is used instead of excess zinc powder in step 1, pure calcium chloride crystals do not form. Explain why. .................................................................................................................................................... .............................................................................................................................................. [1] 6 © UCLES 2021 0620/42/F/M/21 (h) Some salts can be made by titration. In a titration experiment, 20.0cm3 of aqueous sodium hydroxide reacts exactly with 25.0cm3 of 0.100mol/dm3 dilute sulfuric acid to make sodium sulfate. 2NaOH(aq) + H2SO4(aq) → Na2SO4(aq) + 2H2O(l) (i) Circle the name of the type of reaction that takes place. decomposition neutralisation precipitation reduction [1] (ii) Calculate the concentration of the aqueous sodium hydroxide in g/dm3 using the following steps. ● Calculate the number of moles of dilute sulfuric acid used. .............................. mol ● Determine the number of moles of sodium hydroxide which react with the dilute sulfuric acid. .............................. mol ● Calculate the concentration of the aqueous sodium hydroxide in mol/dm3 . .............................. mol/dm3 ● Calculate the concentration of the aqueous sodium hydroxide in g/dm3 . .............................. g/dm3 [5] [Total: 17] "
m,2021,42,5,14 Organic chemistry,"The table shows the names or structures of organic compounds P to U. P Q R H C H H C H H C H H H propanoic acid but-1-ene S T U propan-1-ol methyl butanoate C C H C H H H H H (a) Give the letters of the organic compounds, P to U, that are unsaturated hydrocarbons. .............................................................................................................................................. [2] (b) Describe the test for an unsaturated hydrocarbon. test ............................................................................................................................................. observations .............................................................................................................................. [2] (c) But-1-ene is an unbranched molecule. (i) Name the unbranched isomer of but-1-ene. ....................................................................................................................................... [1] (ii) Draw the structure of a branched isomer of but-1-ene. Show all of the atoms and all of the bonds. [1] (d) Dodecane is an alkane with 12 carbon atoms. Dodecane can be cracked. (i) Write the formula of dodecane. ....................................................................................................................................... [1] (ii) Give the letters of all the organic compounds, P to U, that can be formed when dodecane is cracked. ....................................................................................................................................... [2] 9 © UCLES 2021 0620/42/F/M/21 [Turn over (e) Name the reagent and suggest the conditions needed to convert organic compound U into organic compound S. reagent ...................................................................................................................................... conditions .................................................................................................................................. [3] (f) Organic compound S can be converted to organic compound Q by reaction with an acidified reagent. (i) Name the type of chemical change that happens to organic compound S. ....................................................................................................................................... [1] (ii) Name the acidified reagent added to organic compound S. ....................................................................................................................................... [1] (g) Organic compound T is made by reacting two compounds together. (i) Name the homologous series that organic compound T belongs to. ....................................................................................................................................... [1] (ii) Name the two compounds which react together to make organic compound T. Draw the structures of each compound you have named. Show all of the atoms and all of the bonds. name ................................................................................................................................... structure name ................................................................................................................................... structure [4] (iii) Deduce the molecular formula of organic compound T. ....................................................................................................................................... [1] [Total: 20] "
m,2021,42,6,14 Organic chemistry,Polymers are large molecules built up from small molecules. (a) State the name given to the small molecules from which polymers are made. .............................................................................................................................................. [1] (b) The formula of a polymer is shown. n C CH3 C CH3 H H (i) Draw the structure of the small molecule from which this polymer is made. Show all of the atoms and all of the bonds. [2] (ii) State the type of polymerisation used to make this polymer. ....................................................................................................................................... [1] (c) Three amino acids are shown. They combine to form part of a natural polymer. H2N COOH H2N COOH H2N COOH (i) Name the type of natural polymer formed when amino acids combine. ....................................................................................................................................... [1] (ii) Complete the diagram to show part of the structure of the natural polymer that forms when these three amino acids combine. Show all of the bonds in the linkages. [3] (iii) Name the type of chemical reaction that takes place when this natural polymer is converted back to amino acids. ....................................................................................................................................... [1] [Total: 9] 
s,2021,21,1,1 The particulate nature of matter, 
s,2021,21,2,2 Experimental techniques, 
s,2021,21,3,2 Experimental techniques, 
s,2021,21,4,"3 Atoms, elements and compounds", 
s,2021,21,5,"3 Atoms, elements and compounds", 
s,2021,21,6,"3 Atoms, elements and compounds", 
s,2021,21,7,"3 Atoms, elements and compounds", 
s,2021,21,8,"3 Atoms, elements and compounds", 
s,2021,21,9,4 Stoichiometry, 
s,2021,21,10,5 Electricity and chemistry, 
s,2021,21,11,5 Electricity and chemistry, 
s,2021,21,12,6 Chemical energetics, 
s,2021,21,13,6 Chemical energetics, 
s,2021,21,14,7 Chemical reactions, 
s,2021,21,15,7 Chemical reactions, 
s,2021,21,16,7 Chemical reactions, 
s,2021,21,17,7 Chemical reactions, 
s,2021,21,18,"8 Acids, bases and salts", 
s,2021,21,19,"8 Acids, bases and salts", 
s,2021,21,20,"8 Acids, bases and salts", 
s,2021,21,21,"8 Acids, bases and salts", 
s,2021,21,22,9 The Periodic Table, 
s,2021,21,23,9 The Periodic Table, 
s,2021,21,24,9 The Periodic Table, 
s,2021,21,25,9 The Periodic Table, 
s,2021,21,26,10 Metals, 
s,2021,21,27,10 Metals, 
s,2021,21,28,10 Metals, 
s,2021,21,29,11 Air and water, 
s,2021,21,30,11 Air and water, 
s,2021,21,31,12 Sulfur, 
s,2021,21,32,13 Carbonates, 
s,2021,21,33,14 Organic chemistry, 
s,2021,21,34,14 Organic chemistry, 
s,2021,21,35,14 Organic chemistry, 
s,2021,21,36,14 Organic chemistry, 
s,2021,21,37,14 Organic chemistry, 
s,2021,21,38,14 Organic chemistry, 
s,2021,21,39,14 Organic chemistry, 
s,2021,21,40,14 Organic chemistry, 
s,2021,22,1,1 The particulate nature of matter, 
s,2021,22,2,2 Experimental techniques, 
s,2021,22,3,2 Experimental techniques, 
s,2021,22,4,"3 Atoms, elements and compounds", 
s,2021,22,5,"3 Atoms, elements and compounds", 
s,2021,22,6,"3 Atoms, elements and compounds", 
s,2021,22,7,"3 Atoms, elements and compounds", 
s,2021,22,8,"3 Atoms, elements and compounds", 
s,2021,22,9,4 Stoichiometry, 
s,2021,22,10,5 Electricity and chemistry, 
s,2021,22,11,5 Electricity and chemistry, 
s,2021,22,12,6 Chemical energetics, 
s,2021,22,13,6 Chemical energetics, 
s,2021,22,14,7 Chemical reactions, 
s,2021,22,15,7 Chemical reactions, 
s,2021,22,16,7 Chemical reactions, 
s,2021,22,17,7 Chemical reactions, 
s,2021,22,18,"8 Acids, bases and salts", 
s,2021,22,19,"8 Acids, bases and salts", 
s,2021,22,20,"8 Acids, bases and salts", 
s,2021,22,21,"8 Acids, bases and salts", 
s,2021,22,22,9 The Periodic Table, 
s,2021,22,23,9 The Periodic Table, 
s,2021,22,24,9 The Periodic Table, 
s,2021,22,25,9 The Periodic Table, 
s,2021,22,26,10 Metals, 
s,2021,22,27,10 Metals, 
s,2021,22,28,10 Metals, 
s,2021,22,29,11 Air and water, 
s,2021,22,30,11 Air and water, 
s,2021,22,31,12 Sulfur, 
s,2021,22,32,13 Carbonates, 
s,2021,22,33,14 Organic chemistry, 
s,2021,22,34,14 Organic chemistry, 
s,2021,22,35,14 Organic chemistry, 
s,2021,22,36,14 Organic chemistry, 
s,2021,22,37,14 Organic chemistry, 
s,2021,22,38,14 Organic chemistry, 
s,2021,22,39,14 Organic chemistry, 
s,2021,22,40,14 Organic chemistry, 
s,2021,23,1,1 The particulate nature of matter, 
s,2021,23,2,2 Experimental techniques, 
s,2021,23,3,2 Experimental techniques, 
s,2021,23,4,"3 Atoms, elements and compounds", 
s,2021,23,5,"3 Atoms, elements and compounds", 
s,2021,23,6,"3 Atoms, elements and compounds", 
s,2021,23,7,"3 Atoms, elements and compounds", 
s,2021,23,8,"3 Atoms, elements and compounds", 
s,2021,23,9,4 Stoichiometry, 
s,2021,23,10,5 Electricity and chemistry, 
s,2021,23,11,5 Electricity and chemistry, 
s,2021,23,12,6 Chemical energetics, 
s,2021,23,13,6 Chemical energetics, 
s,2021,23,14,7 Chemical reactions, 
s,2021,23,15,7 Chemical reactions, 
s,2021,23,16,7 Chemical reactions, 
s,2021,23,17,7 Chemical reactions, 
s,2021,23,18,"8 Acids, bases and salts", 
s,2021,23,19,"8 Acids, bases and salts", 
s,2021,23,20,"8 Acids, bases and salts", 
s,2021,23,21,"8 Acids, bases and salts", 
s,2021,23,22,9 The Periodic Table, 
s,2021,23,23,9 The Periodic Table, 
s,2021,23,24,9 The Periodic Table, 
s,2021,23,25,9 The Periodic Table, 
s,2021,23,26,10 Metals, 
s,2021,23,27,10 Metals, 
s,2021,23,28,10 Metals, 
s,2021,23,29,11 Air and water, 
s,2021,23,30,11 Air and water, 
s,2021,23,31,12 Sulfur, 
s,2021,23,32,13 Carbonates, 
s,2021,23,33,14 Organic chemistry, 
s,2021,23,34,14 Organic chemistry, 
s,2021,23,35,14 Organic chemistry, 
s,2021,23,36,14 Organic chemistry, 
s,2021,23,37,14 Organic chemistry, 
s,2021,23,38,14 Organic chemistry, 
s,2021,23,39,14 Organic chemistry, 
s,2021,23,40,14 Organic chemistry, 
s,2021,41,1,"3 Atoms, elements and compounds",Give the name of the process that is used: (a) to produce ammonia from nitrogen .............................................................................................................................................. [1] (b) to separate nitrogen from liquid air .............................................................................................................................................. [1] (c) to produce bromine from molten lead(II) bromide .............................................................................................................................................. [1] (d) to separate an undissolved solid from an aqueous solution .............................................................................................................................................. [1] (e) to produce amino acids from proteins .............................................................................................................................................. [1] (f) to separate a mixture of amino acids. .............................................................................................................................................. [1] [Total: 6] 
s,2021,41,2,"3 Atoms, elements and compounds","Complete the table to: ● deduce the number of protons, electrons and neutrons in the magnesium atom and copper ion shown ● identify the atom or ion represented by the final row. number of protons number of electrons number of neutrons 25 12Mg 12 65Cu2+ 29 36 17 18 20 [Total: 5] "
s,2021,41,3,5 Electricity and chemistry,"Potassium reacts with chlorine to form potassium chloride, KCl. (a) Write a chemical equation for this reaction. .............................................................................................................................................. [2] (b) Potassium chloride is an ionic compound. Complete the diagram to show the electron arrangement in the outer shells of the ions present in potassium chloride. Give the charges on both ions. K ........ Cl ........ [3] (c) Molten potassium chloride undergoes electrolysis. (i) State what is meant by the term electrolysis. ............................................................................................................................................. ....................................................................................................................................... [2] (ii) Name the products formed at the positive electrode (anode) and negative electrode (cathode) when molten potassium chloride undergoes electrolysis. anode .................................................................................................................................. cathode ............................................................................................................................... [2] (d) Concentrated aqueous potassium chloride undergoes electrolysis. (i) Write an ionic half-equation for the reaction at the negative electrode (cathode). ....................................................................................................................................... [2] (ii) Name the product formed at the positive electrode (anode). ....................................................................................................................................... [1] (iii) Name the potassium compound that remains in the solution after electrolysis. ....................................................................................................................................... [1] 5 © UCLES 2021 0620/41/M/J/21 [Turn over (e) Complete the dot-and-cross diagram to show the electron arrangement in a molecule of chlorine, Cl 2. Show the outer electrons only. Cl Cl [1] (f) The melting points and boiling points of chlorine and potassium chloride are shown. melting point / °C boiling point / °C chlorine –101 –35 potassium chloride 770 1500 (i) Deduce the physical state of chlorine at –75°C. Use the data in the table to explain your answer. physical state ...................................................................................................................... explanation ......................................................................................................................... ............................................................................................................................................. [2] (ii) Explain, in terms of structure and bonding, why potassium chloride has a much higher melting point than chlorine. Your answer should refer to the: ● types of particle held together by the forces of attraction ● types of forces of attraction between particles ● relative strength of the forces of attraction. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [3] [Total: 19] "
s,2021,41,4,7 Chemical reactions,"Dinitrogen tetroxide, N2O4, decomposes into nitrogen dioxide, NO2. The reaction is reversible. N2O4(g) 2NO2(g) colourless gas brown gas A gas syringe containing a mixture of dinitrogen tetroxide and nitrogen dioxide gases was sealed and heated. After reaching equilibrium the mixture was a pale brown colour. end sealed plunger mixture of dinitrogen tetroxide and nitrogen dioxide (a) State what is meant by the term equilibrium. .................................................................................................................................................... .................................................................................................................................................... .............................................................................................................................................. [2] (b) The plunger of the gas syringe is pushed in. The temperature does not change. The mixture initially turns darker brown. After a few seconds the mixture turns lighter brown because the equilibrium shifts to the left. N2O4(g) 2NO2(g) colourless gas brown gas (i) Explain why the mixture initially turns darker brown. ....................................................................................................................................... [1] (ii) Explain why the position of equilibrium shifts to the left. ....................................................................................................................................... [1] (c) The forward reaction is endothermic. (i) State what happens to the position of equilibrium when the temperature of the mixture is increased. ....................................................................................................................................... [1] (ii) State what happens to the rate of the forward reaction and the rate of the backward reaction when the temperature of the mixture is increased. rate of the forward reaction ................................................................................................. rate of the backward reaction ............................................................................................. [2] [Total: 7] "
s,2021,41,5,4 Stoichiometry,"This question is about salts. (a) Salts that are insoluble in water are made by precipitation. ● Lead(II) iodide, PbI2, is insoluble in water. ● All nitrates are soluble in water. ● All sodium salts are soluble in water. You are provided with solid lead(II) nitrate, Pb(NO3)2, and solid sodium iodide, NaI. Describe how you would make a pure sample of lead(II) iodide by precipitation. Your answer should include: ● practical details ● a chemical equation for the precipitation reaction. .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .............................................................................................................................................. [5] (b) Nitrates decompose when heated. (i) When hydrated zinc nitrate is heated, oxygen gas is given off. Describe a test for oxygen. test ...................................................................................................................................... observations ....................................................................................................................... [2] (ii) Complete the equation for the decomposition of hydrated zinc nitrate. 2Zn(NO3)2•6H2O → .....ZnO + .....NO2 + O2 + .....H2O [2] 8 © UCLES 2021 0620/41/M/J/21 (c) Some sulfates are hydrated. When hydrated sodium sulfate crystals, Na2SO4•xH2O, are heated, they give off water. Na2SO4•xH2O(s) → Na2SO4(s) + xH2O(g) A student carries out an experiment to determine the value of x in Na2SO4•xH2O. step 1 Hydrated sodium sulfate crystals are weighed. step 2 The hydrated sodium sulfate crystals are then heated. step 3 The remaining solid is weighed. (i) Describe how the student can check that all the water has been given off. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] 9 © UCLES 2021 0620/41/M/J/21 [Turn over (ii) In an experiment, 1.61g of Na2SO4•xH2O is heated until all the water is given off. The mass of Na2SO4 remaining is 0.71g. [Mr : Na2SO4,142; H2O,18] Determine the value of x using the following steps. ● Calculate the number of moles of Na2SO4 remaining. .............................. mol ● Calculate the mass of H2O given off. .............................. g ● Calculate the number of moles of H2O given off. .............................. mol ● Determine the value of x. x = .............................. [4] [Total: 15] "
s,2021,41,6,10 Metals,"This question is about iron. (a) Iron is extracted from its main ore in a blast furnace. waste gases raw materials: coke, iron ore, limestone molten iron A B (i) Name the main ore of iron used in the blast furnace. ....................................................................................................................................... [1] (ii) Name the substance that enters the blast furnace at A. ....................................................................................................................................... [1] (iii) Name the substance that leaves the blast furnace at B. ....................................................................................................................................... [1] (iv) Give two reasons for using coke in the blast furnace. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (b) Another ore of iron is iron pyrites, FeS2. Iron pyrites contains the positive ion, Fe2+. Deduce the formula of the negative ion in FeS2. .............................................................................................................................................. [1] 11 © UCLES 2021 0620/41/M/J/21 [Turn over (c) Iron is a transition element. A list of properties of iron is shown. ● Iron is a good conductor of electricity. ● Iron forms soluble salts. ● Iron forms coloured compounds. ● Iron has variable oxidation states. ● Iron acts as a catalyst. ● Iron forms a basic oxide. (i) Give two properties from the list in which iron differs from Group I elements. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (ii) Give two properties from the list in which iron is similar to Group I elements. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (d) Steel consists mainly of iron. Iron forms rust when it reacts with water and oxygen. Magnesium blocks can be attached to the bottom of steel boats. The magnesium does not completely cover the steel. water containing dissolved oxygen magnesium blocks steel boat (i) Explain how the magnesium blocks prevent iron from rusting. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] 12 © UCLES 2021 0620/41/M/J/21 (ii) Explain why replacing the magnesium blocks with copper blocks will not prevent the bottom of the boat from rusting. ............................................................................................................................................. ....................................................................................................................................... [1] [Total: 13] "
